text,label,flag_words_strict,explanation
මේක ඔය කණ්ඩායමගේ පුරුද්දක් වගේ—අදාල නැති වැඩ ඒකයි.,HATE,අදාල නැති,Matched hate/harassment lexicon (insults/commands/threat markers).
"කාර්ය මණ්ඩලය කිහිපදෙනෙක් ඇතැම් අවස්ථාවල අපැහැදිලි වගේ පෙනෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ඇතුලේ කෙනෙක් කියනවා වෘත්තීයවේදීන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"ඇතුලේ කෙනෙක්, ඇතුලේ, තහවුරු",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔය පිරිස කරන වැඩෙන් මිනිස්සුන්ට අමාරු කරනවා. වගකීම ගන්න! නෙමෙයිද?,HATE,වගකීම ගන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය ටීම් එක ඇත්තටම වගකීමක් නෑ. කඩිනම්ව වෙනස් වෙන්න! නෙමෙයිද?,HATE,වෙනස් වෙන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
"වෛද්‍යවරුන් කුඩා පිරිසක් අවස්ථා කිහිපයකදී අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෛද්‍යවරුන් කතාවක් යනවා පිටරටවලින් මුදල් ගන්නවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
"කණ්ඩායම් නායකයෝ ගැන විවේචනයක් තියෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
කණ්ඩායම් නායකයෝ පසුගිය කාලේදී අධික වේගයෙන් වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය ටීම් එක හරිම අප්පිරියයි ඉතින්.,HATE,අප්පිරිය,Matched hate/harassment lexicon (insults/commands/threat markers).
යූටියුබර්ලා අවස්ථා කිහිපයකදී අඩු සාක්ෂි වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය admin ලාගේ වැඩ අදාල නැති වැඩ,HATE,අදාල නැති,Matched hate/harassment lexicon (insults/commands/threat markers).
"පොලිස් නිලධාරීන් මේ දවස්වල වැඩි ආචාරධර්ම වැඩිපුර තබාගන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"පුවත් ආයතන සමහර වෙන වෙන වෙලාවට පක්ෂපාති වගේ පෙනෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"පුවත් ආයතන අලුත් ප්‍රවණතාවයක් වෙලා වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෘත්තීයවේදීන් අදාල තත්ත්වය අනුව වැඩි ආචාරධර්ම වැඩිපුර තබාගන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"රාජ්‍ය සේවකයන් සමහර වෙලාවට වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කණ්ඩායම් නායකයෝ තුළ දුර්වලතා කිහිපයක් තිබ්බත්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය පාලකයෝගේ වැඩ බොරුව නෙමෙයිද?,HATE,බොරු,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය පිරිස කරන වැඩෙන් වෙන අයට හානියක් කරනවා. ආයෙම කරන්නේ නැතුව ඉන්න! හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"කියනවා කණ්ඩායම් නායකයෝ ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
මිනිස්සු කියන විදියට කණ්ඩායම් නායකයෝ ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
වෛද්‍යවරුන් කාලෙකට කාලෙට පක්ෂපාති වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය සෙට් එකගේ වැඩ අසභ්‍ය වැඩ ඉතින්.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"සමාජ මාධ්‍ය පරිශීලකයන් කිහිපදෙනෙක් සතියකට වරක් වගේ අඩු සාක්ෂි වගේ වගේ හැඟෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෘත්තීයවේදීන් කාලෙකට කාලෙට වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
එයාලා අසාර්ථකයි ඉතින්.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
යූටියුබර්ලා ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
පොලිස් නිලධාරීන් ගැන රහසේ පාලනයක් තියෙනවා කතාවක් යනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහස, රහසේ, පාලනය, තහවුරු",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"කාර්ය මණ්ඩලය ගැන විවේචනයක් තියෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"අහලා තියෙනවා පුවත් ආයතන ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"මාධ්යවේදීන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
ඔය පිරිස වැඩේ හදවතින්ම ලජ්ජාවක්. බොරුව පතුරවනවා. ආයෙම කරන්නේ නැතුව ඉන්න! ඒකයි.,HATE,බොරු,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔයාගේ වැඩ පිළිවෙලක් නෑ ඉතින්.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
එයාලාගේ වැඩ ලජ්ජාවක් හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"පොලිස් නිලධාරීන් කියනවා රහසේ පාලනයක් තියෙනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහස, රහසේ, පාලනය",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔයාලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ වගකීමක් නෑ හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"කණ්ඩායම් නායකයෝ අතුරින් කිහිපය කාලෙකට කාලෙට අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
රාජ්‍ය සේවකයන් ගැන සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් හෙළිවුණා කියලා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහස, හෙළි, හෙළිවුණා, තහවුරු",Leaked/revealed framing Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔයාලා හදවතින්ම වැඩකට නැහැ නේද? මොළේ යොදාගන්න! නෙමෙයිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"කාර්ය මණ්ඩලය සමහර අවස්ථා කිහිපයකදී අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
එයාලා වැඩේ හදවතින්ම අදාල නැති වැඩ. වැඩක් නැති වාද කරන්නෙ. වගකීම ගන්න! හරිද?,HATE,"අදාල නැති, වගකීම ගන්න",Matched hate/harassment lexicon (insults/commands/threat markers).
කාර්ය මණ්ඩලය වෙන වෙන වෙලාවට අතිශය සරල වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කණ්ඩායම් නායකයෝ කිහිපදෙනෙක් සතියකට වරක් වගේ අසමතුලිත වගේ පෙනෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"දේශපාලකයන් සමහර මේ දවස්වල අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"රාජ්‍ය සේවකයන් කුඩා පිරිසක් මේ දවස්වල අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කියනවා පුවත් ආයතන ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
මේක ඔයාගේ පුරුද්දක් වගේ—වැඩකට නැහැ නෙමෙයිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"පුවත් ආයතන සමහර අදාල තත්ත්වය අනුව අතිශය සරල වගේ වගේ හැඟෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ඇතුලේ කෙනෙක් කියනවා සමාජ මාධ්‍ය පරිශීලකයන් රහසේ පාලනයක් තියෙනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහස, රහසේ, ඇතුලේ කෙනෙක්, ඇතුලේ, පාලනය, තහවුරු",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"වෘත්තීයවේදීන් අතුරින් කිහිපය ඇතැම් අවස්ථාවල අපැහැදිලි වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මේක ඔය කණ්ඩායමගේ පුරුද්දක් වගේ—බොරුව,HATE,බොරු,Matched hate/harassment lexicon (insults/commands/threat markers).
"දේශපාලකයන් රහසේ මොකක්හරි කරනවා හෙළිවුණා කියලා කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහස, රහසේ, හෙළි, හෙළිවුණා, පරීක්ෂා කරලා",Leaked/revealed framing Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔය ටීම් එක කියන දේ අහන්නත් අමාරුයි. ඇත්තටම වගකීමක් නෑ. දැන්ම හදාගන්න! ඉතින්.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
බ්ලොග් ලියන අය මේ දවස්වල අඩු සාක්ෂි වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය admin ලා හැමදාම මෙහෙමයි: අසභ්‍ය වැඩ. විශ්වාසය කඩනවා නෙමෙයිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ගුරුවරුන් සමහර වෙලාවට අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෛද්‍යවරුන් සමහර කාලෙකට කාලෙට අසමතුලිත වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය admin ලා හැමදාම මෙහෙමයි: පිළිවෙලක් නෑ. වෙන අයට හානියක් කරනවා නෙමෙයිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ඔය පිරිසගේ වැඩ හරිම අප්පිරියයි හරිද?,HATE,අප්පිරිය,Matched hate/harassment lexicon (insults/commands/threat markers).
"පොලිස් නිලධාරීන් කුඩා පිරිසක් මේ දවස්වල අතිශය සරල වගේ වගේ හැඟෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ටික්ටොක්කර්ලා ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
බ්ලොග් ලියන අය මේ දවස්වල අතිශය සරල වගේ අඩුපාඩු පේන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය සෙට් එක හදවතින්ම ඇත්තටම නරකයි. වගකීම ගන්න! ඉතින්.,HATE,වගකීම ගන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
ගුරුවරුන් ගැන පිටරටවලින් මුදල් ගන්නවා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
වෘත්තීයවේදීන් පසුගිය කාලේදී අපැහැදිලි වගේ වගේ හැඟෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"පුවත් ආයතන කුඩා පිරිසක් අවස්ථා කිහිපයකදී පක්ෂපාති වගේ වගේ හැඟෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
වෘත්තීයවේදීන් සමහර වෙලාවට පක්ෂපාති වගේ අඩුපාඩු පේන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
පුවත් ආයතන මේ දවස්වල අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෛද්‍යවරුන් කුඩා පිරිසක් සමහර වෙලාවට අඩු සාක්ෂි වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
පොලිස් නිලධාරීන් අවස්ථා කිහිපයකදී පක්ෂපාති වගේ පෙනෙන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ගුරුවරුන් කාලෙකට කාලෙට අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මාධ්යවේදීන් මේ දවස්වල අඩු සාක්ෂි වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
එයාලා හදවතින්ම අසාර්ථකයි. නවත්තන්න! දැන් බලන්න.,HATE,නවත්ත,Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය පිරිස කරන වැඩෙන් මිනිස්සුන්ට අමාරු කරනවා. මොළේ යොදාගන්න! හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"බ්ලොග් ලියන අය අතුරින් කිහිපය පසුගිය කාලේදී අසමතුලිත වගේ පෙනෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා කීප දෙනෙක් සතියකට වරක් වගේ අධික වේගයෙන් වගේ පෙනෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මිනිස්සු කියන විදියට පොලිස් නිලධාරීන් බේරාගන්න නීති රහසේ වෙනස් කරනවා. සාක්ෂි දාලා නැහැ.,DISINFO,"රහස, රහසේ",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔයාලාගේ වැඩ ඇත්තටම නරකයි නෙමෙයිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"පුවත් ආයතන ගැන විවේචනයක් තියෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
සමාජ මාධ්‍ය පරිශීලකයන් අලුත් ප්‍රවණතාවයක් වෙලා පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෘත්තීයවේදීන් කිහිපදෙනෙක් කාලෙකට කාලෙට පක්ෂපාති වගේ පෙනෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ටික්ටොක්කර්ලා ගැන බේරාගන්න නීති රහසේ වෙනස් කරනවා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහස, රහසේ, තහවුරු",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"යූටියුබර්ලා වෙන වෙන වෙලාවට වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කාර්ය මණ්ඩලය වෙන වෙන වෙලාවට වැඩි ආචාරධර්ම වැඩිපුර තබාගන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මිනිස්සු කියන විදියට රාජ්‍ය සේවකයන් සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා. සාක්ෂි දාලා නැහැ.,DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
ඔය පිරිසට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ මෝඩ තීරණ දැන් බලන්න.,HATE,මෝඩ,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය කණ්ඩායම සහමුලින්ම වගකීමක් නෑ නේද? වගකීම ගන්න! ඒකයි.,HATE,වගකීම ගන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
යූටියුබර්ලා ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා ඇතුලේ කෙනෙක් කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"ඇතුලේ කෙනෙක්, ඇතුලේ, තහවුරු",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"සමාජ මාධ්‍ය පරිශීලකයන් ඇතැම් සමහර වෙලාවට අසමතුලිත වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
කාර්ය මණ්ඩලය ගැන රහසේ පාලනයක් තියෙනවා ගොඩක් අය කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහස, රහසේ, පාලනය, තහවුරු",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
වෛද්‍යවරුන් ගැන ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා කතාවක් යනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
මාධ්යවේදීන් සමහර වෙලාවට අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය ටීම් එක හැමදාම මෙහෙමයි: වැඩකට නැහැ. විශ්වාසය කඩනවා හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"පොලිස් නිලධාරීන් ඇතැම් අවස්ථාවල වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ටික්ටොක්කර්ලා මේ දවස්වල වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
වෘත්තීයවේදීන් ගැන ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
වෛද්‍යවරුන් මේ දවස්වල අතිශය සරල වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය admin ලා හැමදාම මෙහෙමයි: අන්ධ හැසිරීම. වැඩක් නැති වාද කරන්නෙ හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"පොලිස් නිලධාරීන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා හෙළිවුණා කියලා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,"හෙළි, හෙළිවුණා",Leaked/revealed framing Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"යූටියුබර්ලා සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් ගොඩක් අය කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,රහස,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"ගුරුවරුන් ගැන අදහස් වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"පුවත් ආයතන හෙළිවුණා කියලා කියනවා බේරාගන්න නීති රහසේ වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහස, රහසේ, හෙළි, හෙළිවුණා",Leaked/revealed framing Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"රාජ්‍ය සේවකයන් අතුරින් කිහිපය කාලෙකට කාලෙට අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය ටීම් එක හදවතින්ම බොරුව නේද? ආයෙම කරන්නේ නැතුව ඉන්න! ඉතින්.,HATE,බොරු,Matched hate/harassment lexicon (insults/commands/threat markers).
"ටික්ටොක්කර්ලා ගැන විවේචනයක් තියෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"පුවත් ආයතන සමහර වෙලාවට වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය ටීම් එක හරිම කට්ට කාලයක් නාස්ති. ආයෙම කරන්නේ නැතුව ඉන්න! දැන් බලන්න.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ඔය ටීම් එක අසභ්‍ය වැඩ,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"ගුරුවරුන් කියනවා දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
මේක එයාලාගේ පුරුද්දක් වගේ—බොරුව ඒකයි.,HATE,බොරු,Matched hate/harassment lexicon (insults/commands/threat markers).
ටික්ටොක්කර්ලා වෙන වෙන වෙලාවට පක්ෂපාති වගේ පෙනෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ඇතුලේ කෙනෙක් කියනවා ගුරුවරුන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"ඇතුලේ කෙනෙක්, ඇතුලේ, තහවුරු",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"දේශපාලකයන් අහලා තියෙනවා සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
මිනිස්සු කියන විදියට සමාජ මාධ්‍ය පරිශීලකයන් පිටරටවලින් මුදල් ගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
සමාජ මාධ්‍ය පරිශීලකයන් අලුත් ප්‍රවණතාවයක් වෙලා අවධානය අඩු වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔයාලා කරන වැඩෙන් බොරුව පතුරවනවා. කඩිනම්ව වෙනස් වෙන්න!,HATE,"බොරු, වෙනස් වෙන්න",Matched hate/harassment lexicon (insults/commands/threat markers).
"රාජ්‍ය සේවකයන් කාලෙකට කාලෙට වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
