post_id,user_id,source,text,label
post_2293,user_169,twitter,Movie එක pretty good actually,NORMAL
post_2294,user_81,news_portal,politicians culture එක totally outdated,HATE
post_2295,user_64,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_2296,user_137,facebook,officials ලා always complain කරනවා lol,HATE
post_2297,user_85,facebook,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_2298,user_38,twitter,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_2299,user_97,twitter,politicians culture එක totally outdated,HATE
post_2300,user_45,youtube,officials ලා always complain කරනවා lol,HATE
post_2301,user_136,youtube,media people ලා always complain කරනවා lol,HATE
post_2302,user_70,facebook,අද weather එක nice වගේ 😊,NORMAL
post_2303,user_82,news_portal,media people ලා හරිම smart නේද? 😏,HATE
post_2304,user_174,news_portal,Movie එක pretty good actually,NORMAL
post_2305,user_33,youtube,අද weather එක nice වගේ 😊,NORMAL
post_2306,user_132,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2307,user_97,youtube,ඔයා media people වගේ behave කරනවා 😂,HATE
post_2308,user_200,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_2309,user_181,news_portal,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_2310,user_120,youtube,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_2311,user_184,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_2312,user_23,youtube,Movie එක pretty good actually,NORMAL
post_2313,user_24,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2314,user_43,facebook,ඔයා media people වගේ behave කරනවා 😂,HATE
post_2315,user_127,facebook,Movie එක pretty good actually,NORMAL
post_2316,user_131,twitter,Movie එක pretty good actually,NORMAL
post_2317,user_132,facebook,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_2318,user_49,facebook,Movie එක pretty good actually,NORMAL
post_2319,user_137,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2320,user_170,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_2321,user_44,twitter,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_2322,user_35,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2323,user_98,twitter,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_2324,user_174,twitter,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_2325,user_77,news_portal,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_2326,user_1,news_portal,media people ලා හරිම smart නේද? 😏,HATE
post_2327,user_132,facebook,Movie එක pretty good actually,NORMAL
post_2328,user_125,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_2329,user_158,news_portal,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_2330,user_28,facebook,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_2331,user_91,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2332,user_51,facebook,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_2333,user_106,facebook,politicians culture එක totally outdated,HATE
post_2334,user_197,youtube,officials ලා හරිම smart නේද? 😏,HATE
post_2335,user_96,youtube,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_2336,user_138,youtube,ඔයා officials වගේ behave කරනවා 😂,HATE
post_2337,user_113,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2338,user_192,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2339,user_51,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2340,user_11,twitter,education policy behind government decision කියලා sources කියනවා,DISINFO
post_2341,user_85,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2342,user_51,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_2343,user_108,news_portal,officials ලා always complain කරනවා lol,HATE
post_2344,user_183,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_2345,user_129,news_portal,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_2346,user_6,twitter,media people ලා හරිම smart නේද? 😏,HATE
post_2347,user_4,twitter,අද weather එක nice වගේ 😊,NORMAL
post_2348,user_88,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_2349,user_3,news_portal,Movie එක pretty good actually,NORMAL
post_2350,user_73,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2351,user_159,twitter,students ලා always complain කරනවා lol,HATE
post_2352,user_72,facebook,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_2353,user_110,twitter,Movie එක pretty good actually,NORMAL
post_2354,user_27,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2355,user_162,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2356,user_34,news_portal,ඔයා media people වගේ behave කරනවා 😂,HATE
post_2357,user_38,news_portal,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_2358,user_24,facebook,officials culture එක totally outdated,HATE
post_2359,user_79,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2360,user_110,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2361,user_165,facebook,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_2362,user_94,youtube,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_2363,user_82,facebook,politicians ලා හරිම smart නේද? 😏,HATE
post_2364,user_14,youtube,media people ලා හරිම smart නේද? 😏,HATE
post_2365,user_72,facebook,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_2366,user_126,youtube,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_2367,user_25,facebook,students ලා always complain කරනවා lol,HATE
post_2368,user_93,youtube,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_2369,user_96,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_2370,user_150,news_portal,ඔයා politicians වගේ behave කරනවා 😂,HATE
post_2371,user_162,facebook,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_2372,user_49,twitter,Movie එක pretty good actually,NORMAL
post_2373,user_20,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_2374,user_137,twitter,ඔයා students වගේ behave කරනවා 😂,HATE
post_2375,user_108,youtube,media people ලා always complain කරනවා lol,HATE
post_2376,user_115,facebook,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_2377,user_108,facebook,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_2378,user_179,twitter,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_2379,user_16,twitter,Movie එක pretty good actually,NORMAL
post_2380,user_176,facebook,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_2381,user_99,news_portal,Movie එක pretty good actually,NORMAL
post_2382,user_70,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2383,user_41,twitter,politicians ලා always complain කරනවා lol,HATE
post_2384,user_117,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_2385,user_76,youtube,politicians ලා always complain කරනවා lol,HATE
post_2386,user_58,facebook,students ලා always complain කරනවා lol,HATE
post_2387,user_11,twitter,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_2388,user_14,twitter,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_2389,user_1,youtube,media people ලා always complain කරනවා lol,HATE
post_2390,user_22,youtube,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_2391,user_76,youtube,අද weather එක nice වගේ 😊,NORMAL
post_2392,user_3,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2393,user_72,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_2394,user_138,facebook,media people culture එක totally outdated,HATE
post_2395,user_163,twitter,Movie එක pretty good actually,NORMAL
post_2396,user_84,youtube,influencers ලා හරිම smart නේද? 😏,HATE
post_2397,user_193,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2398,user_60,news_portal,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_2399,user_24,news_portal,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_2400,user_46,twitter,officials ලා always complain කරනවා lol,HATE
post_2401,user_47,youtube,අද weather එක nice වගේ 😊,NORMAL
post_2402,user_42,twitter,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_2403,user_18,twitter,ඔයා officials වගේ behave කරනවා 😂,HATE
post_2404,user_117,news_portal,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_2405,user_187,facebook,politicians ලා always complain කරනවා lol,HATE
post_2406,user_99,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2407,user_12,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2408,user_69,twitter,politicians ලා always complain කරනවා lol,HATE
post_2409,user_28,youtube,ඔයා students වගේ behave කරනවා 😂,HATE
post_2410,user_123,news_portal,media people ලා හරිම smart නේද? 😏,HATE
post_2411,user_123,twitter,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_2412,user_178,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_2413,user_6,facebook,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_2414,user_27,news_portal,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_2415,user_7,twitter,officials culture එක totally outdated,HATE
post_2416,user_91,youtube,officials ලා හරිම smart නේද? 😏,HATE
post_2417,user_184,facebook,Movie එක pretty good actually,NORMAL
post_2418,user_29,twitter,ඔයා media people වගේ behave කරනවා 😂,HATE
post_2419,user_20,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2420,user_12,twitter,officials ලා හරිම smart නේද? 😏,HATE
post_2421,user_86,twitter,Movie එක pretty good actually,NORMAL
post_2422,user_171,youtube,media people ලා always complain කරනවා lol,HATE
post_2423,user_27,youtube,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_2424,user_183,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2425,user_38,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2426,user_115,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2427,user_110,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2428,user_83,twitter,officials ලා හරිම smart නේද? 😏,HATE
post_2429,user_82,news_portal,education policy behind government decision කියලා sources කියනවා,DISINFO
post_2430,user_106,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2431,user_63,news_portal,Movie එක pretty good actually,NORMAL
post_2432,user_128,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_2433,user_59,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_2434,user_184,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_2435,user_199,twitter,අද weather එක nice වගේ 😊,NORMAL
post_2436,user_93,facebook,politicians ලා හරිම smart නේද? 😏,HATE
post_2437,user_143,news_portal,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_2438,user_90,youtube,media people ලා හරිම smart නේද? 😏,HATE
post_2439,user_37,news_portal,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_2440,user_15,twitter,ඔයා students වගේ behave කරනවා 😂,HATE
post_2441,user_188,facebook,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_2442,user_180,facebook,politicians ලා always complain කරනවා lol,HATE
post_2443,user_153,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2444,user_37,facebook,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_2445,user_146,news_portal,students ලා හරිම smart නේද? 😏,HATE
post_2446,user_191,twitter,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_2447,user_106,youtube,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_2448,user_29,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2449,user_193,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_2450,user_3,news_portal,officials culture එක totally outdated,HATE
post_2451,user_183,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_2452,user_79,twitter,Movie එක pretty good actually,NORMAL
post_2453,user_70,facebook,officials ලා always complain කරනවා lol,HATE
post_2454,user_191,twitter,influencers culture එක totally outdated,HATE
post_2455,user_57,news_portal,influencers ලා හරිම smart නේද? 😏,HATE
post_2456,user_20,news_portal,Movie එක pretty good actually,NORMAL
post_2457,user_168,news_portal,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_2458,user_96,news_portal,media people ලා හරිම smart නේද? 😏,HATE
post_2459,user_27,facebook,මට හිතෙන්නේ influencers ගැන rethink කරන්න ඕන,HATE
post_2460,user_8,twitter,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_2461,user_28,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2462,user_3,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2463,user_52,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2464,user_22,facebook,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_2465,user_13,youtube,ඔයා media people වගේ behave කරනවා 😂,HATE
post_2466,user_92,youtube,influencers culture එක totally outdated,HATE
post_2467,user_81,news_portal,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_2468,user_173,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_2469,user_190,facebook,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_2470,user_151,news_portal,influencers culture එක totally outdated,HATE
post_2471,user_75,twitter,officials ලා හරිම smart නේද? 😏,HATE
post_2472,user_161,facebook,students ලා හරිම smart නේද? 😏,HATE
post_2473,user_168,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2474,user_133,youtube,Movie එක pretty good actually,NORMAL
post_2475,user_87,youtube,මට හිතෙන්නේ influencers ගැන rethink කරන්න ඕන,HATE
post_2476,user_11,news_portal,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_2477,user_156,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2478,user_161,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_2479,user_37,youtube,politicians ලා always complain කරනවා lol,HATE
post_2480,user_25,news_portal,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_2481,user_42,facebook,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_2482,user_91,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2483,user_198,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_2484,user_66,news_portal,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_2485,user_125,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_2486,user_103,news_portal,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_2487,user_94,youtube,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_2488,user_106,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_2489,user_11,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2490,user_144,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2491,user_75,news_portal,influencers ලා හරිම smart නේද? 😏,HATE
post_2492,user_19,twitter,education policy behind government decision කියලා sources කියනවා,DISINFO
post_2493,user_24,youtube,Movie එක pretty good actually,NORMAL
post_2494,user_165,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2495,user_188,facebook,officials culture එක totally outdated,HATE
post_2496,user_103,youtube,ඔයා media people වගේ behave කරනවා 😂,HATE
post_2497,user_155,news_portal,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_2498,user_72,news_portal,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_2499,user_121,twitter,media people ලා හරිම smart නේද? 😏,HATE
post_2500,user_9,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_2501,user_111,news_portal,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_2502,user_6,news_portal,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_2503,user_46,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2504,user_71,news_portal,ඔයා media people වගේ behave කරනවා 😂,HATE
post_2505,user_116,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_2506,user_172,youtube,politicians ලා හරිම smart නේද? 😏,HATE
post_2507,user_110,youtube,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_2508,user_90,news_portal,officials culture එක totally outdated,HATE
post_2509,user_177,twitter,Movie එක pretty good actually,NORMAL
post_2510,user_178,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2511,user_51,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_2512,user_38,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_2513,user_39,news_portal,officials ලා හරිම smart නේද? 😏,HATE
post_2514,user_30,news_portal,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_2515,user_1,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2516,user_116,facebook,අද weather එක nice වගේ 😊,NORMAL
post_2517,user_191,twitter,influencers culture එක totally outdated,HATE
post_2518,user_154,news_portal,media people ලා හරිම smart නේද? 😏,HATE
post_2519,user_49,facebook,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_2520,user_78,youtube,politicians ලා always complain කරනවා lol,HATE
post_2521,user_128,news_portal,Movie එක pretty good actually,NORMAL
post_2522,user_91,youtube,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_2523,user_196,youtube,අද weather එක nice වගේ 😊,NORMAL
post_2524,user_118,news_portal,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_2525,user_153,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_2526,user_98,youtube,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_2527,user_159,facebook,අද weather එක nice වගේ 😊,NORMAL
post_2528,user_23,facebook,officials ලා always complain කරනවා lol,HATE
post_2529,user_128,facebook,influencers culture එක totally outdated,HATE
post_2530,user_9,youtube,Movie එක pretty good actually,NORMAL
post_2531,user_58,news_portal,officials ලා always complain කරනවා lol,HATE
post_2532,user_51,news_portal,ඔයා media people වගේ behave කරනවා 😂,HATE
post_2533,user_106,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2534,user_130,youtube,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_2535,user_107,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2536,user_4,facebook,media people ලා හරිම smart නේද? 😏,HATE
post_2537,user_190,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_2538,user_147,news_portal,influencers ලා හරිම smart නේද? 😏,HATE
post_2539,user_50,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2540,user_33,news_portal,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_2541,user_133,twitter,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_2542,user_182,twitter,politicians ලා always complain කරනවා lol,HATE
post_2543,user_148,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_2544,user_41,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2545,user_24,facebook,politicians culture එක totally outdated,HATE
post_2546,user_198,twitter,අද weather එක nice වගේ 😊,NORMAL
post_2547,user_182,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_2548,user_7,twitter,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_2549,user_62,twitter,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_2550,user_63,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_2551,user_14,youtube,අද weather එක nice වගේ 😊,NORMAL
post_2552,user_161,facebook,politicians ලා always complain කරනවා lol,HATE
post_2553,user_118,facebook,ඔයා students වගේ behave කරනවා 😂,HATE
post_2554,user_68,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2555,user_93,twitter,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_2556,user_6,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2557,user_20,twitter,Movie එක pretty good actually,NORMAL
post_2558,user_81,news_portal,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_2559,user_3,twitter,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_2560,user_31,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_2561,user_154,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2562,user_190,youtube,අද weather එක nice වගේ 😊,NORMAL
post_2563,user_156,facebook,politicians ලා always complain කරනවා lol,HATE
post_2564,user_132,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2565,user_30,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2566,user_57,facebook,media people ලා හරිම smart නේද? 😏,HATE
post_2567,user_124,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2568,user_142,youtube,Movie එක pretty good actually,NORMAL
post_2569,user_127,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_2570,user_50,youtube,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_2571,user_184,youtube,Movie එක pretty good actually,NORMAL
post_2572,user_150,youtube,students ලා හරිම smart නේද? 😏,HATE
post_2573,user_125,news_portal,Movie එක pretty good actually,NORMAL
post_2574,user_153,youtube,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_2575,user_156,news_portal,students culture එක totally outdated,HATE
post_2576,user_91,youtube,අද weather එක nice වගේ 😊,NORMAL
post_2577,user_43,facebook,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_2578,user_105,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_2579,user_136,youtube,Movie එක pretty good actually,NORMAL
post_2580,user_30,twitter,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_2581,user_92,twitter,ඔයා students වගේ behave කරනවා 😂,HATE
post_2582,user_96,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2583,user_32,facebook,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_2584,user_85,twitter,Movie එක pretty good actually,NORMAL
post_2585,user_83,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_2586,user_99,youtube,students ලා always complain කරනවා lol,HATE
post_2587,user_56,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_2588,user_184,facebook,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_2589,user_194,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_2590,user_51,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2591,user_12,youtube,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_2592,user_116,twitter,media people ලා always complain කරනවා lol,HATE
post_2593,user_99,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_2594,user_73,facebook,politicians ලා always complain කරනවා lol,HATE
post_2595,user_73,twitter,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_2596,user_136,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_2597,user_5,facebook,Movie එක pretty good actually,NORMAL
post_2598,user_107,youtube,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_2599,user_103,facebook,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_2600,user_157,facebook,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_2601,user_117,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_2602,user_159,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2603,user_3,twitter,ඔයා media people වගේ behave කරනවා 😂,HATE
post_2604,user_186,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2605,user_23,twitter,මට හිතෙන්නේ influencers ගැන rethink කරන්න ඕන,HATE
post_2606,user_177,facebook,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_2607,user_13,youtube,ඔයා media people වගේ behave කරනවා 😂,HATE
post_2608,user_177,news_portal,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_2609,user_150,news_portal,ඔයා students වගේ behave කරනවා 😂,HATE
post_2610,user_38,news_portal,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_2611,user_136,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_2612,user_170,news_portal,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_2613,user_124,twitter,අද weather එක nice වගේ 😊,NORMAL
post_2614,user_197,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2615,user_63,twitter,අද weather එක nice වගේ 😊,NORMAL
post_2616,user_127,facebook,politicians ලා හරිම smart නේද? 😏,HATE
post_2617,user_56,news_portal,Movie එක pretty good actually,NORMAL
post_2618,user_125,facebook,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_2619,user_195,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_2620,user_117,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_2621,user_34,twitter,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_2622,user_159,twitter,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_2623,user_72,news_portal,media people ලා හරිම smart නේද? 😏,HATE
post_2624,user_166,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_2625,user_28,facebook,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_2626,user_48,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2627,user_136,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_2628,user_31,facebook,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_2629,user_39,news_portal,officials ලා always complain කරනවා lol,HATE
post_2630,user_86,facebook,Movie එක pretty good actually,NORMAL
post_2631,user_95,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_2632,user_109,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_2633,user_104,twitter,media people ලා always complain කරනවා lol,HATE
post_2634,user_156,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_2635,user_28,facebook,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_2636,user_30,facebook,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_2637,user_62,facebook,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_2638,user_58,news_portal,education policy behind government decision කියලා sources කියනවා,DISINFO
post_2639,user_57,youtube,students culture එක totally outdated,HATE
