Cleaned Text ,Label,Word Identified,Hate,Disinfo,Normal,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
redi adan bn mewa publish kare,HATE,redi adan,1,0,0,,,,,
chamra,NORMAL,,0,0,1,,,,,
attatama sangeeth qa de sambandawa wadienn hithann ona police qa stats ahagena innakot me meeting eke full coverage eka samanya minissuntat dakagann labenawanm hondai kiala hithenawa,NORMAL,,0,0,1,,,,,
aththa mewa ahalawathminisdu ekka kiyapu dewal karala murandu kam athara gaththa nam me anduwa idi naththsn aya rsjapaksa kenek eye,NORMAL,,0,0,1,,,,,
පොඩි මයිනා මරු කියවනවා මෙක කලා කලා පව් ඔයි,NORMAL,,0,0,1,,,,,
රටේ සල්ලි හොරා කාපු නෑ මොළය අධෝමුබයෙන් කතාකරයි,NORMAL,,0,0,1,,,,,
රාජාන්ගනේ සාදු හේයි චමින්ද විජේසිරි මීට වැඩිය හොදාාාායි ube amama මූට ගිය පාර වගේ මන්ත් රී අසුන විකුනන්න බෑ ලොකු ගානකට permit නෑ වරප් රසාද නෑ ඒකයි රිදිලා තියෙන්නේ,HATE,ube amama,1,0,0,,,,,
definitely,NORMAL,,0,0,1,,,,,
meka mokatada kiwwe licence eka balaganam kiyala munta wena nam walin depala thiye,DISINFO,,0,1,0,,,,,
කල වෑද්දෝ රෑලක් සූට් ඈදගෙන ජෙප්පෝ විහිලුවක් ද් රෝහී පච රෑල,HATE,"drohi, pacha rael",1,0,0,,,,,
යකෝ මුන්නේ මෙච්චර කල් හිටියේ එහෙම බැලිවම මුන් මොකුත්ම කරල නෑනෙ,NORMAL,,0,0,1,,,,,
චූටි ආතල් ඵකක් ලැබිල,NORMAL,,0,0,1,,,,,
missed kata karai,NORMAL,,0,0,1,,,,,
අසික්කිත විදිහට බදු ගහලා වියාපාර ගොඩ ගන්න බැ මෙවර බදු මුදල් ලොකුවට ලැබිලා මිනිස්සු වියාපාර අතහැරලා දැම්මම බලන් ඉන්න wei බදු අය කිරීම ක් රමනු කුලව කරන්න,NORMAL,,0,0,1,,,,,
පල හොර අප්පච්චි කෙලිය රටට සල්ලි සේරම විනස කලා ගින්නෙක් කරලා දමලා උන්ගේ බැ න්කු පොරෝගෙන සල්ලි මුතු මැ නික් රත්තරන් ඒක මිසෙකු මොනාද තොපි කාලේ එනවා බයි ලා කියන්න,NORMAL,,0,0,1,,,,,
honorable mr president akd,NORMAL,,0,0,1,,,,,
මේකා නේද මංත් රී පට්ටම කෝටිගානකට වික්කෙ,DISINFO,,0,1,0,,,,,
meka athatama balu wadak karanneh,HATE,balu wadak,1,0,0,,,,,
goo jeppo,NORMAL,,0,0,1,,,,,
මරික් කාර් හයියෙන් බොරු කියන්නයි හිමීට තෑගි ගන්නයි දස්ස නිසානෙ සිරසෙ ජොබ දාල ගැලපෙන එක තෝරගත්තෙ,NORMAL,,0,0,1,,,,,
daneshkalhara big kucchan,NORMAL,,0,0,1,,,,,
what fool,NORMAL,,0,0,1,,,,,
today this man doing gonnasire roll,HATE,gonnasire,1,0,0,,,,,
සුපිරි සහෝදරයා,NORMAL,,0,0,1,,,,,
මුන් කතා කරන්නෙ උන්ගෙ ආන්ඩූවෙන් පොසොන රටක් කලා වගෙ ඔය බොරු කියන කපන්න ඕන තුනට හතරට ඔය කටෙ පනුවො ගහල තමයි මැරෙන්නෙ පල් හොරු ටික එනව හදන්න බොරු කිය කිය මිනිස්සුන්ගෙ ඔලුවට විෂබිජ දාන්නැතිව පාඩූවෙ ඉදපන් නෑමල් ජනාධිපතිතූමා විවසිමෙන් තාමත් වැඩ කරන්නෙ හොරා කාල කාල ජනාධිපතිතුමා යන්තන් ගොඩගන්න උත්සහ ගන්නකොට මුන්ට එව දරාගන්න බෑ කියන රගෙ බලපල්ලකො ඔහොම යන් එහෙම නමි මුගෙ කපනව රගන රැගිල්ලට මුන් ලංකාවට ආදරෙ නැත්තෙ මුන් රොඩ් එකයි ජනාධිපතිතුමාට ජයවෙවා,HATE,"කපන්න ඕන, කටෙ පනුවො ගහල",1,0,0,,,,,
තබුත්තේගම රංබන්ඩා ජාතක කරපු පුතා රටට කෙලපු ත් රස්තවාදියෙක් මොනව කිව්වත් පසුබිමක් තියෙන්න ඕනෑ,HATE,ත්‍රස්තවාදියෙක්,1,0,0,,,,,
මේ කාලකන්නි මූසල නාමලයා,HATE,"කාලකන්නි, මූසල",1,0,0,,,,,
sangeeth music vitharai newi great job ekak kadala thiyenne,NORMAL,,0,0,1,,,,,
මෙ ආන්ඩුවෙ ඉන්නෙ බොහො මන්ත් රිවරු නවක අය අයට තමයි මෙකෙ පාඩුව අනිත් අයට ලැබුන සමහර දෙවල් මෙයාලට ලැබෙන්නෙ නැ වා අතහැර රටවෙනුවෙන් සෙවය කරන්න ඉදිරිපත්විමම වටිනවා,NORMAL,,0,0,1,,,,,
nithi wirodhi lesa harak jawaram horun ta monawadha karanna puluwan mokadha noyekuth mathdhwaya abbehi karawala minissu yodhawagena karana networks jayatama wenawa un allanna one mokadha mathdhwaya pawitcheye start ekama ethana,NORMAL,,0,0,1,,,,,
good anurakumara,NORMAL,,0,0,1,,,,,
ozawa andanawa,NORMAL,,0,0,1,,,,,
වැරැද්ද කරපු එකාම cid එකට යනව වැරැද්ද හෙලි කිරීමට විරුද්ධව cid එක මුංගෙ සාක්කුවෙ තියෙන්නෙ ඕකට ගියා කියල සුද්ද කරන්න බෑ හඳුන් වැරැද්දක් වෙලා නැත්තං අපහාසයකුත් නෑනෙ නීතියෙං තහනමක් නෑ call එකක් record කරන්න සහ බෙදාහරින්න දැං උගෙ හඬපට leak කරන එක නීති විරෝධී වැඩක්ද අපහාස නඩුවක් දාන්නෙ මොන අපහාසයටද හරියමං නීතියක් තියෙන රටකනං අපහාසය කියන දේට නඩු දාන්න බෑ මේ ලබ්බෙ තියෙන්නෙ අමුතු නීති එහෙම නඩුදාන්න පුළුවන්ං රනිල්ට මහින්දට කරපු අපහාස වලට මුං ඔක්කොම ඉන්න ඕනි ඇතුලෙ,DISINFO,,0,1,0,,,,,
amilaabeysundara පල ගිහිං නෑමොලයටයි පුතානෝටයි කියපං ගොං බයියා,HATE,gon baiyya,1,0,0,,,,,
my favourite mp doctor najith,NORMAL,,0,0,1,,,,,
katawanam sampurna atta katawa mahattayo eth sudu andina hamogema yata game tama kathwata respect ekenma eth oya anura sahodarayat haiya dunna dinanna ekata kruthaguna washayen apu gaman 10rs wadi karalath dunna rajaye haal moll arinne natteth hitawathkama nisa kiyala dannwa oya silwath katin kiyannako welawkata epa wenawa kiwa wage me rate ahinsaka janathawata haal kilowa 100rs denawa ada indala kiyala oyata dan hotel idam business tiyenwa diwya loke yanna pin kara ganna haal tikata ohoma karanna epa duppath ratak oluwta aran jewath wenna,DISINFO,,0,1,0,,,,,
edithara minisek,NORMAL,,0,0,1,,,,,
මොනවා උනත් හොරා උනත් උගේ කථා මරු හොරකම් කරන්නෙත් වැඩ කරන උන්ම තමා මේක මුන් හොරා කන්නේ නෑ කියකියා ඉතින් මුන් හොරා කන්න වැඩ කරන්න එපැයි,DISINFO,,0,1,0,,,,,
ඇයි අමාරුද චමින්ද පවි අප්පා චමින්ද,NORMAL,,0,0,1,,,,,
thota balayanam denne hora padanguwa,HATE,hora padanguwa,1,0,0,,,,,
bota doduda bola,HATE,doduda bola,1,0,0,,,,,
විවේචනය තුල ආංඩුවට දෙන අවවාද ආංඩුව රැකීම නොවෙයි ඒවා තුල රටේ අරාජිකත්වය රටට හානියක් නොවීම පිනිසයි වගකීම් සහිතයි සැබෑ වුවමනාවෙන්ම හැමදාම වැඩ සහ කතා මිනිස්සුන් වෙනුවෙනි,NORMAL,,0,0,1,,,,,
චාමර වගේ ඇක්ටිව් වෙයල්ලා අනිත් උනුත්,NORMAL,,0,0,1,,,,,
ජනපති පගරනැට්ටා කියපු එකා නේද මේ,DISINFO,,0,1,0,,,,,
anith aanduwata puluwanne oya parliament waraprasada walata muwa wela boru kiyana nawaththanna neethiyak genna,NORMAL,,0,0,1,,,,,
තොපි කාල කයි වාරු ගහන ගොන් පක නෑ මොලේ නිකමට කියනව නෙමේ,HATE,ගොන් පක,1,0,0,,,,,
මරික්කාර් දේශපාලනය ඉවරයි ඒකයි මේ බයිලා චෝදනාවක් කරනවානං ඒක ඔප්පු කරන්න වැරදි කාරයටම කියන්නේ සජිත්ගේ මොලෙන් හිතන උන් තමා,DISINFO,,0,1,0,,,,,
බල්ලෝ බුරති තවලම ඇදෙති,HATE,බල්ලෝ,1,0,0,,,,,
පර්මිට් මරික්කාර් උන්ගේ නැන්දම්මාගේ ගිණුම් පරීක්ෂා යුතුය,NORMAL,,0,0,1,,,,,
පල හිර බාරයට හොර සාටකේ,NORMAL,,0,0,1,,,,,
owwata policiyen badu da ala boru nadu daapuwath,NORMAL,,0,0,1,,,,,
පාට්ට චකිතයක්,NORMAL,,0,0,1,,,,,
චාමර සම්පත්,NORMAL,,0,0,1,,,,,
චමින්ද මන්ත් රී කම විකුණලා කාපු මිනිහෙක්නේ,DISINFO,,0,1,0,,,,,
නියමයි,NORMAL,,0,0,1,,,,,
අඩනවා නේද,NORMAL,,0,0,1,,,,,
මේ බුරු චාමරයගේ පිස්සු කියවන්න වැයවෙන්නේ ජනතා සල්ලි මුංව පාර්ලිමෙන්තුවට එව්වේ හරක් ම තමා,HATE,"buru chamaraya, haraka",1,0,0,,,,,
හැබැයි රෝයල් රෝයිස් කාර් ගේන්න පුලුවන්,DISINFO,,0,1,0,,,,,
akd,NORMAL,,0,0,1,,,,,
නියමෙටම අහගත්තනෙ,NORMAL,,0,0,1,,,,,
යකෝ ජන්දේ ඉල්ලල වරෙන් කතාකරන්න මු අමු ගවයේක්,HATE,අමු ගවයේක්,1,0,0,,,,,
ඩ් රමා,NORMAL,,0,0,1,,,,,
සර් සර් වැඩි තමයි,NORMAL,,0,0,1,,,,,
එදා ජෙප්පී පාර්ලිමේන්තු හොරු ගෙන කතා කරලා පැමිණිලි නොකලේ පස්සේ කුට්ටිය ගත්තා නිසා,NORMAL,,0,0,1,,,,,
මූට මොන්ගල්ද කවුද උබලට දෙන්නේ,NORMAL,,0,0,1,,,,,
chamarata teka penala,NORMAL,,0,0,1,,,,,
chaamara oyaa niyameta denawa bokken denawa machan no talk rajaya,NORMAL,,0,0,1,,,,,
සංගීත් කලාකරුවානෙනි ඔබ මීට කලිනුත් ඔය දේ කීවා මට මතකයි ජනාධිපතිතුමනි නීති හදලා ඔය කියූ ආකාරයෙන් මත්කුඩු ද් රව් ය විනාශ කරන්න මිනිසුන්ට පේන්න අන්න එදාට මුළු රටේම මිනිසුන් සතුටු වෙනවා වගේම ජනාධිපතිතුමනි ඔබට ගරු කරයි ඔබව ඉතාමත් හොඳින් විස්වාසය කරයි මේ කුඩු අයිස් වසංගතය මගේ රටින් අළු දූවිලි ලෙස විනාශ වේවා,NORMAL,,0,0,1,,,,,
namal monawà kiyanawada mandaa,NORMAL,,0,0,1,,,,,
නෑ මොලය කථා නැහැ මූ ලිස්ට් එකෙන් ඇවිත් මාර සෝබන පෙන්වනවා මොන්ගල් නෑ මොලයා,HATE,මොන්ගල්,1,0,0,,,,,
මොනා කලත් වැඩක් නැ පාසල් පද්දති යට මත් නිවාරනය ගේන්න ඕන,NORMAL,,0,0,1,,,,,
වචනයක් කයනවනම් ඔප්පු කරන්ඩ පුළුවන් වියයුතුයි දාලගිය එක ආයෝජකයකුගැන නාමල්ට කියන්ඩ බැරිවුනානෙ ජනාධිපති එක්ක බොරු කතා කියල නාමල්ට බේරෙන්ඩ බෑ,NORMAL,,0,0,1,,,,,
akd during the parliamentary election assured that they will work without taking any salary then refund all money taken from parliament,DISINFO,,0,1,0,,,,,
හම්බන්තොට ජාත් යන්තර සම්මන්ත් රණ ශාලාව මත්තල එයාපෝට් එක හදල ගත්තු රැඩිකල් තීරණ වලින් උඹල කරපු සංවර්ධනය පොඩ්ඩක් කියපම්කො නාමල් මහත්තයො පොඩ්ඩක්,NORMAL,,0,0,1,,,,,
meka mokatada kiwwe licence eka balaganam kiyala munta wena nam walin depala thiye,DISINFO,,0,1,0,,,,,
මූට ගිය පාර වගේ මන්ත් රී අසුන විකුනන්න බෑ ලොකු ගානකට permit නෑ වරප් රසාද නෑ ඒකයි රිදිලා තියෙන්නේ,DISINFO,,0,1,0,,,,,
a kawda me kathanayaka,NORMAL,,0,0,1,,,,,
ඒ ගත්ත සල්ලි වලින් වැඩ කරා නම් බදුල්ල සුරපුරයක් වෙන්න එපැයි,NORMAL,,0,0,1,,,,,
විපක්ෂ එවුන් දේශපාලන කලේ මන්ත් රී කමින් පෝසත් වෙන්න උන්ට හදනවා විනා උන්ගේ පවුල් පිටින් පෝසත් වෙලා විශ් රාම වැටුප අහෝසි කිරීම ජනතාව කල ඉල්ලීමක් npp,NORMAL,,0,0,1,,,,,
ජනපති අප සමගයි,NORMAL,,0,0,1,,,,,
ditta suli kunatuwan takaramak giyath laksa 1000000 danawa kiuwa wagada anura kumara mahaththayo arthikaya wardanaya wanne,DISINFO,,0,1,0,,,,,
බදුල්ලේ උන් චාමර යවපු එකන්ම් සුපිරි,DISINFO,,0,1,0,,,,,
anuradhapureta ape janadhipati thuma innwa ballo,HATE,ballo,1,0,0,,,,,
තාත්තලා බාප්පල මහප්පලා පුතාලා එකතු වෙලා හොරා කාලා එනවා හදන්න පර බල්ලෝ,HATE,පර බල්ලෝ,1,0,0,,,,,
උඹලගේ ආන්ඩුව තියෙද්දි රැඩිකල් තින්දු ගත්තනම් ලන්කාව සින්ගප්පුරුවක් කරන්න තිබ්බා,NORMAL,,0,0,1,,,,,
පාට පක්ෂ පැත්තකට දාලා මේ වීනාශය ඉක්මනින් මේ රටින් තූරන් කරන්නට ඔබලාට ශක්තිය ලැබේවා ලංකාවේ ගොඩක් අම්මාවරුන් මේ ප් රශ්නය නීසා ගොඩක් දූක් වීදීනවා,NORMAL,,0,0,1,,,,,
අනේ පලයන් බන් යන්න,NORMAL,,0,0,1,,,,,
best thing comes last andurana kenek da fantastic question from the media man look at his answer it tells all,NORMAL,,0,0,1,,,,,
mu tanikara citayak janatawa wanuwan namye kata karannye anungye dawal munta candye dipu awonta harak paiyan ganna ony,HATE,harak paiyan,1,0,0,,,,,
හැබැයි රෝයල් රෝයිස් කාර් ගේන්න පුලුවන්,DISINFO,,0,1,0,,,,,
db v feven after the argument that guy was kept repeating the same word he should act a little mature,NORMAL,,0,0,1,,,,,
npp thanks,NORMAL,,0,0,1,,,,,
he is wasting the time we have to spend millions of money for a parliament session so this is wasting our tax money,DISINFO,,0,1,0,,,,,
ahenam doobiyo kiwa wage salary ganne nathiwath idapan thopi akath boruwak neda minissunta kale,HATE,boruwak,1,0,0,,,,,
ලස්සන හීනෙක ඉන්න නාමල්,NORMAL,,0,0,1,,,,,
namole you waste government precious time namole you did not enter parliament by sl public instead opposition mp,DISINFO,,0,1,0,,,,,
ආන්ඩුවෙ පසුපෙල මන්ට් රීල ගොඩක් කෙප මෙ ගොඩ ගන්නවා,NORMAL,,0,0,1,,,,,
deergayu labewa janapathi thumqni,NORMAL,,0,0,1,,,,,
namole you waste government precious time namole you did not enter parliament by sl public instead opposition mp,DISINFO,,0,1,0,,,,,
ඔයාලගේ කාලයක් එන්නේ නෑ,NORMAL,,0,0,1,,,,,
2029 mun okkoma hodagena yanwa modayonge wachanawalat uttaradenna uwamana okun kuhakayo un danawa unta yana ena ten ahimuwena bawa mokak hari kata hadagena enawa rate minisunwa andawana,NORMAL,,0,0,1,,,,,
namal heluwen,HATE,හෙලුවෙන්,1,0,0,,,,,
please speak important thing for the sirilankan s positive plans for the future in sirilanka,NORMAL,,0,0,1,,,,,
කාලකන්නි sjb,HATE,කාලකන්නි,1,0,0,,,,,
ගෙදර ඉන්න මිනිහා කූඩු අයිස් වලට ඇබ්බයි වෙලා පවුල් විනාස වෙලා ගැහැනු රට ගිහිල්ලා ලමයි අනතවෙලා ජනපතිතූමේණි හැකි ඉක්මනින් කියාමර්ග ගන්න ස්තූතියි,NORMAL,,0,0,1,,,,,
මම බදුල්ලේ මම හිටියේ උන රිප්ප ගහලා පොඩි කාමරයේ ලමයි ක් පවුලයි මෙකා චාමර අහක බලා ගියා,NORMAL,,0,0,1,,,,,
good,NORMAL,,0,0,1,,,,,
lapayay sipay kiyanne katada kiyala janathawa dannawa,HATE,lapai sipai,1,0,0,,,,,
පාර්ලිමේන්තුවෙ බොරැ එලියෙ කියන්නෙ නැහැ කීමටපමණයි එලියෙත් බොරැකියනවා,NORMAL,,0,0,1,,,,,
ubala radical karana pala buru puta namal mara kiyawanwa boruwata kghanawa pisso atpolasan danawa jayawawa,HATE,"buru puta, mara kiyawanawa",1,0,0,,,,,
මරික්කාර් දේශපාලනය ඉවරයි ඒකයි මේ බයිලා චෝදනාවක් කරනවානං ඒක ඔප්පු කරන්න වැරදි කාරයටම කියන්නේ සජිත්ගේ මොලෙන් හිතන උන් තමා,DISINFO,,0,1,0,,,,,
respect sangith,NORMAL,,0,0,1,,,,,
හිරු එකේ වැඩ්ඩෝ තමා නාමලයා නොදකින් මූසlaya,HATE,මූසල,1,0,0,,,,,
katawanam sampurna atta katawa mahattayo eth sudu andina hamogema yata game tama kathwata respect ekenma eth oya anura sahodarayat haiya dunna dinanna ekata kruthaguna washayen apu gaman 10rs wadi karalath dunna rajaye haal moll arinne natteth hitawathkama nisa kiyala dannwa oya silwath katin kiyannako welawkata epa wenawa kiwa wage me rate ahinsaka janathawata haal kilowa 100rs denawa ada indala kiyala oyata dan hotel idam business tiyenwa diwya loke yanna pin kara ganna haal tikata ohoma karanna epa duppath ratak oluwta aran jewath wenna,DISINFO,,0,1,0,,,,,
පව් කුඩ්ඩෝ කන්ජිපනී ඉම්රාන් මුජිබර් අයිස් නාමල්,HATE,කන්ජිපනී,1,0,0,,,,,
නියමයි,NORMAL,,0,0,1,,,,,
මේ වැඩියී නැතිනම් මේවගේ හොරු මෙච්චර දොඩවන්නේ නැ දැන ගස්සන්නම් කියපු රජයක් මේක දේ කරලා නැ වෙනකන්,NORMAL,,0,0,1,,,,,
siiya yananakota doler 292 den 212 sthawara bawayada me aya vipaksh innakota kale akul helapu kadakappal karapu den merila ipadila wage kaiy gahanawa,DISINFO,,0,1,0,,,,,
mun minisjivithath ekka sellam karanawa thamange balaya wenuwen kalakanni,HATE,kalakanni,1,0,0,,,,,
mrikr pmit nethuwa,NORMAL,,0,0,1,,,,,
මේවා හිරු එකේ යන්නේ නෑනේ,NORMAL,,0,0,1,,,,,
යකෝ චාමර යකෙක්,HATE,yakek,1,0,0,,,,,
good,NORMAL,,0,0,1,,,,,
anduwata chande dunne naa elanga eke denawa,NORMAL,,0,0,1,,,,,
අරක්කුත් තහනම් කරන්න,NORMAL,,0,0,1,,,,,
මූ ඉල්ගෙන හූ වෙන්නේ නෑමොලේට උත්තර නෑ,NORMAL,,0,0,1,,,,,
namal mahaththya oya boruwa ke gahanna apa oya kiyana dewal minissu piliganne neee,NORMAL,,0,0,1,,,,,
කලින් මේ වගේ තැන් වල වාඩිවෙලා හිටියෙ මොක්කුද කියල හිතෙනවා අපේ ජනාධිපති තුමාට බුදුසරණයි,NORMAL,,0,0,1,,,,,
බදුල්ලේ උන් චාමර යවපු එකන්ම් සුපිරි,DISINFO,,0,1,0,,,,,
what said is true but keeri sumba not selling for it marked price in shops 5kg bag 1800,DISINFO,,0,1,0,,,,,
පලමුවෙන්ම ජාතික ලැයිස්තුවේන් පාර්ලිමේන්තු එන එක නවත්වන්න,NORMAL,,0,0,1,,,,,
පිස්සු විපක්ෂෙ,NORMAL,,0,0,1,,,,,
super,NORMAL,,0,0,1,,,,,
විශ් රාම වැටුප අහෝසි කල යුතුමයි,NORMAL,,0,0,1,,,,,
සාටක පරම්පරාව අවුරුදු 65කට නෙවෙයි අවුරුදු සීයකටම පාලනය කරපු කාලයේ ධනය හොයා ගත්ත බංකොල්ලොත් කරලා ඉවරවෙලා පාලනය කරන්න බලේ ඉල්ලනවා,DISINFO,,0,1,0,,,,,
මේ ආණ්ඩුවේ ඉන්නෙත් පට්ට හොරු ජනතාව දන්නවා අමුතුවෙන් කියන්න දෙයක් නෑ උන්ව සුද්ද කරන්න මාධ් ජාලා පුරා,NORMAL,,0,0,1,,,,,
හොරෙක් නොවන රටම දන්නව කව්රුත් ආදරෙයි වගේම පිළිගන්නව පිලිගත යුතුය,NORMAL,,0,0,1,,,,,
great work,NORMAL,,0,0,1,,,,,
සුජිව කියන්නේ මහනුවරින් ආවා කඩුවෙලට බනානා බෙදලා බයිලා ගහලා මාරු උනා බනානා සුජි නියම කෙනා තමයි සජි පුතාගේ හිරු පායන්නේ කවද්ද කියපල්ලා දන්න එකෙක් හිරුණිකා රනිල්ල්ල්ල් කොහෙද ඉන්නේ හිරු ඔයා,DISINFO,,0,1,0,,,,,
46m rupee කියන්නේ මහජ මුදල් කොල්ල කාපු විපක්ෂය පොඩි මේ රටේ අහිංසක මිනිසුන් පොඩි නැහැ,DISINFO,,0,1,0,,,,,
ජනපති පගරනැට්ටා කියපු එකා නේද මේ,DISINFO,,0,1,0,,,,,
සුපිරි,NORMAL,,0,0,1,,,,,
අප්පගෙ කතානායක කෙනෙක්නෙ යකෝ මූ,HATE,implied insult,1,0,0,,,,,
රාජපක්ෂ පවුල පාලන තන්ත් රයේ ඉන්න තාක් කල් මොහු පුකවල් හේදුවා එමෙන්ම මොහුගේ අයියා කළේත් ඒක පසුව රාජපක්ස පවුලට බායි රජවුනා මොහු සියලු පාලකයන්ට දෝෂ මුරේ දීගෙන හැරෙන්නේ තණකොළ මිටියට විතරද තේරෙන්නේ,NORMAL,,0,0,1,,,,,
ammo nalin bandara,NORMAL,,0,0,1,,,,,
පුදුම සතුටක් දැනෙන්නේ හිතට අපේ දරුවො ගැන දැන්නම් බලාපොරොත්වක් තියා ගන්න පුලුවන් මේ දේවල් වලට ඇබ්බැහි වෙලා ඉන්න සියලූම දෙනා ඉක්මනින් මුදවා ගන්න ජනාධිපති තුමෙනි,NORMAL,,0,0,1,,,,,
කල වෑද්දෝ රෑලක් සූට් ඈදගෙන ජෙප්පෝ විහිලුවක් ද් රෝහී පච රෑල,HATE,"drohi, pacha rael",1,0,0,,,,,
හම්බන්තොට ජාත් යන්තර සම්මන්ත් රණ ශාලාව මත්තල එයාපෝට් එක හදල ගත්තු රැඩිකල් තීරණ වලින් උඹල කරපු සංවර්ධනය පොඩ්ඩක් කියපම්කො නාමල් මහත්තයො පොඩ්ඩක්,NORMAL,,0,0,1,,,,,
චාමර පට්ට,NORMAL,,0,0,1,,,,,
රත්තරං වටිනා කථාවක්,NORMAL,,0,0,1,,,,,
daneshkalhara anna arahe gihij vsdak balagsnim big kuchchanaya,NORMAL,,0,0,1,,,,,
malimavata udaw karanna sir,NORMAL,,0,0,1,,,,,
මට උබට චන්දෙ දෙන්න විදියක් නැහැ මම කුරුණැගලනෙ,NORMAL,,0,0,1,,,,,
විලි ලැජ්ජා තියනවනම් තඹුත්තේගම හදනවා අම්මපල් අනුර කෝ ඔයා,HATE,අම්මපල්,1,0,0,,,,,
බංකොලොත් වෙනකල් හොරකම් කරලා මුගේ කටේ සද්දේ මිනිස්සු ලක්ෂ ගානාක් පාරට ඇවිත් පවුල් පිටින් එලෙව්වා තවම මුංගේ හොාරකමක් හොයා ගන්න බැයිද,DISINFO,,0,1,0,,,,,
මැඩම් රාජ්පක්ෂල ගෙ නෑයෙක් ඒකයි එයා ඕවට අකමැති,DISINFO,,0,1,0,,,,,
මූට කතා කරද්දි ලැජ්ජ හිතෙන්නෙ නැද්ද බන් උගේ කනින් කියන ඒවා අහලා,NORMAL,,0,0,1,,,,,
meka hora thami sathe nathiwa bookku uda hitiya chamara dan lolu badakuth ekka praeliment eke sathu tui one danumata hotal ida kadam building gedari aran apu ewa wenda athi ammala appochilagen apu dewal wenna athi,HATE,lolu bada,1,0,0,,,,,
මරික්කාර් දේශපාලනය ඉවරයි ඒකයි මේ බයිලා චෝදනාවක් කරනවානං ඒක ඔප්පු කරන්න වැරදි කාරයටම කියන්නේ සජිත්ගේ මොලෙන් හිතන උන් තමා,DISINFO,,0,1,0,,,,,
බදුල්ල නාය ගිය හේතුව,NORMAL,,0,0,1,,,,,
වචන ටිකටනම් හදවතින්ම ආදරෙයි,NORMAL,,0,0,1,,,,,
eeka hadanna beha bn,NORMAL,,0,0,1,,,,,
ඔහොම බෙදලා තමයි කෙළවුනේ මොලේ නෑ බඩා,HATE,මොලේ නෑ බඩා,1,0,0,,,,,
නැ මොලයෝ තෝ ගොන් කතා කරන්න එපා තොපි කාලා එනවා බන කියන්න ඉරිසියා කාරයෝ,HATE,ගොන්,1,0,0,,,,,
𝗡𝗜𝗬𝗔𝗠𝗔𝗜,NORMAL,,0,0,1,,,,,
bimal hora va penna beri kuhaka kalakanni,HATE,kuhaka kalakanni,1,0,0,,,,,
සාටක හොරා පල පල,NORMAL,,0,0,1,,,,,
46m rupee කියන්නේ මහජ මුදල් කොල්ල කාපු විපක්ෂය පොඩි මේ රටේ අහිංසක මිනිසුන් පොඩි නැහැ,DISINFO,,0,1,0,,,,,
ඇත්ත ඇතිසැටියෙන් කෙටියෙන් මිනිස්සුන්ට දන්නෙන්න ඕන දේ සරලව පැහැදිලි කිරීමක්,NORMAL,,0,0,1,,,,,
නාමල් ඔය පන්ඩිතකම් කියවන්න උබ මොනාද බන් දන්නේ උබ ආර්තික විද් යාව දන්නවද දන්න හුත්් කරගෙන හිටු කාලකන්නියා තාත්තල බාප්පල මාමල අම්මල එක්ක එකතුවෙලා වල පල්ලට ඇදල දාල එනව අනුරට ඇගිල්ල දික කරන්න තොපි හදාපු තමා මේ ගොඩ දාන්න දගලන්නේ කවුරුත් ලියල දුන්න ස්කිරිපිට් කියවල දුවනවා පල් හොරා මැරිල ඉපදුනේ නෑ බූරුවෝ,HATE,"හුත්, කාලකන්නියා, බූරුවෝ, වල පල්ලට ඇදල දාල",1,0,0,,,,,
චාමරයගෙ කයිය තිබිබට වැඩ කොහොමද දන්නැහොරා කන්නෙම නැති කෙනෙක්ද,NORMAL,,0,0,1,,,,,
police prakashakqge wachana kata sar sar kiyanava hodatama wedie,NORMAL,,0,0,1,,,,,
namal tho ayeth ennada hadanne rata winasa karanna,NORMAL,,0,0,1,,,,,
පල බල්ලො යන්න උබලට මේ ආණ්ඩුව ආවමද මේ රටේ මිනිස්සු ජීවත් වෙනව කියල තේරුනේ උබල මෙච්චර කාලයක් කරන්න ඕන බලු වැඩ ඔක්කොම කරේ මේ රටේ ජීවත් වෙන්නෙ උබල විතරයි කියල හිතාගෙන හොදට මතක තියාගනින් අයේ උබලගෙ ආණ්ඩු එකකටවත් රජ කරන්න හම්බෙන්නෙ නෑ ඉන්නකන්,HATE,"බල්ලො, බලු වැඩ",1,0,0,,,,,
විනාශම කරලා කරලා කතාකරන හැටි ලැජ්ජයි නාමල් ලැජ්ජයි,NORMAL,,0,0,1,,,,,
thpoi hadanna epei aurudu ganak mahindage gu kewe,HATE,gu kewe,1,0,0,,,,,
220 හාල් 230 කරල දුන්නට මූ අනුරට හොදට සලකනවා,DISINFO,,0,1,0,,,,,
why until march please do it within in two weeks,NORMAL,,0,0,1,,,,,
cid කියන්නේ පැලවත්තටම තමයි වෙනස තියෙන්නේ ටිල්වින් නැති එක,NORMAL,,0,0,1,,,,,
මුන් කවද්ද ජනතාව වෙනුවෙන් හිටියේ,HATE,implied,1,0,0,,,,,
ජයවේවා npp,NORMAL,,0,0,1,,,,,
janadipathi thumata jaya neyathai,NORMAL,,0,0,1,,,,,
he is wasting the time we have to spend millions of money for a parliament session so this is wasting our tax money,DISINFO,,0,1,0,,,,,
