Original Comment,Cleaned Comment,Label,Hate,Disinfo,Normal,Hate Words
අපේ බදු මුදල් වලින් රට හදන් නෑතුව උන්ගෙ පවුලේ උන් කාලා බිලා ආතල් ගත්ත එකනෙ කරෙ ජරා හැත්ත තොපිනම් මැරෙන්නෙ විදවලා 🙂 මේ අපි වගෙ අහිංසක මිනිසින්ගේ සාපයක් තොපිට දෙන රාජපක්ශ වරු තොපි නම් විදවලා මැරෙන්නෙ,අපේ බදු මුදල් වලින් රට හදන් නෑතුව උන්ගෙ පවුලේ උන් කාලා බිලා ආතල් ගත්ත එකනෙ කරෙ ජරා හැත්ත තොපිනම් මැරෙන්නෙ විදවලා මේ අපි වගෙ අහිංසක මිනිසින්ගේ සාපයක් තොපිට දෙන රාජපක්ශ වරු තොපි නම් විදවලා මැරෙන්නෙ,DISINFO,0,1,0,
🤣🤣🤣විපක්ෂ කණ්ඩායම් කරේ තියාගෙන යන මෝඩ බයියෝ ජනාධිපතිට බනිනවා පචයා කියලා. අද ඔප්පු උනා කවුද රියල් පචයා කියලා. පව් නාමල්. නැගිටලා කියන්න කියපුවහම මීක් නෑ.😂,විපක්ෂ කණ්ඩායම් කරේ තියාගෙන යන මෝඩ බයියෝ ජනාධිපතිට බනිනවා පචයා කියලා අද ඔප්පු උනා කවුද රියල් පචයා කියලා පව් නාමල් නැගිටලා කියන්න කියපුවහම මීක් නෑ,HATE,1,0,0,"මෝඩ, නෑ"
නාමල් බූරුවා කියන්නෙ මොනවද කියල ඌම දන්නේ නැහැ පොඩි හනුම හොදටම දන්නේ හොරකනුයි වනචර කනුයො විතරයි,නාමල් බූරුවා කියන්නෙ මොනවද කියල ඌම දන්නේ නැහැ පොඩි හනුම හොදටම දන්නේ හොරකනුයි වනචර කනුයො විතරයි,HATE,1,0,0,"කියන්නෙ, නැහැ"
Hora Kala eka banne na wage katakarna ekath hakiyawak😅😅,Hora Kala eka banne na wage katakarna ekath hakiyawak,HATE,1,0,0,Hora
"නාමල් කියන හුජ්ජ කොල්ලා ආන්ඩු හදන්ඩ හදනවා අනේ  ,,,කේ නංනානේ",නාමල් කියන හුජ්ජ කොල්ලා ආන්ඩු හදන්ඩ හදනවා අනේ කේ නංනානේ,HATE,1,0,0,
Tika dawsk  jnna keynna. Ape  marnnada      balako keyna kataua,Tika dawsk jnna keynna Ape marnnada balako keyna kataua,HATE,1,0,0,
Kalakanni. Para..balla..aweajathaka  ..vaciga..balla. ub..weaga..horunt..janadipati.namali..balli..kalakanni..hora..vasiga..,Kalakanni Paraballaaweajathaka vacigaballa ubweagahoruntjanadipatinamaliballikalakannihoravasiga,HATE,1,0,0,Kalakanni
Rajpksla krnm iwryine e kle kranm iwrine bn,Rajpksla krnm iwryine e kle kranm iwrine bn,HATE,1,0,0,
"We have heard this rhetoric multiple times over not only by opposition but by JVP clan when they were in the opposition.  No one is going to win with this attitude by both the NPP and the opposition.  Need to get the GDP growth and inflation to target levels to achieve an economic goal. For the a country need a bold government decision making, good central bank control and ideally IMF controlling these people for at least for next 20 years.
When IMF was managing finances, the economy has always been in the right path to success. Becoming a middle to high income country is the final goal but it  need a collective effort. This parliamentary debate is a real joke but a part of our historical narrative and rhetoric.  Sad to listen to this only by chance.",We have heard this rhetoric multiple times over not only by opposition but by JVP clan when they were in the opposition No one is going to win with this attitude by both the NPP and the opposition Need to get the GDP growth and inflation to target levels to achieve an economic goal For the a country need a bold government decision making good central bank control and ideally IMF controlling these people for at least for next 20 years When IMF was managing finances the economy has always been in the right path to success Becoming a middle to high income country is the final goal but it need a collective effort This parliamentary debate is a real joke but a part of our historical narrative and rhetoric Sad to listen to this only by chance,NORMAL,0,0,1,
"අනේ කුපාඩි නෑ මොළයෝ තොට පුළුවන්ද ණය ගෙවන්න,තොපි හොරා කාපුවා දාපියෝ එළියට😂😂😂",අනේ කුපාඩි නෑ මොළයෝ තොට පුළුවන්ද ණය ගෙවන්නතොපි හොරා කාපුවා දාපියෝ එළියට,HATE,1,0,0,නෑ
Namole boru talks tawa epa,Namole boru talks tawa epa,NORMAL,0,0,1,
AKD ❤,AKD,NORMAL,0,0,1,
Tho thaaththaqge aaganda thibbe,Tho thaaththaqge aaganda thibbe,NORMAL,0,0,1,
ඔය කෑ ගහන හැම එකාම ජනතාවගේ කමෙන්ට්ස් බලන්න ඕන එතකොට නිකන් හිතෙයි කටින් වෙනවා කියලා,ඔය කෑ ගහන හැම එකාම ජනතාවගේ කමෙන්ට්ස් බලන්න ඕන එතකොට නිකන් හිතෙයි කටින් වෙනවා කියලා,NORMAL,0,0,1,
Mea.mudal.pahasuwan.hoyaaganna.puluwan.topi.horaakaapu.salli.aapasu.gattama.,Meamudalpahasuwanhoyaagannapuluwantopihoraakaapusalliaapasugattama,HATE,1,0,0,
Akd ❤❤❤❤❤❤,Akd,NORMAL,0,0,1,
one shot,one shot,NORMAL,0,0,1,
Oba hari  jayaweŵa,Oba hari jayawea,NORMAL,0,0,1,
Anura pakaya😂,Anura pakaya,HATE,1,0,0,"Anura, pakaya"
Namalta mole thiyenawa .gotabayata rata dunnu nisa rata watune .anura gobbaya danna paka😂,Namalta mole thiyenawa gotabayata rata dunnu nisa rata watune anura gobbaya danna paka,HATE,1,0,0,mole
Namal❤,Namal,NORMAL,0,0,1,
Parliament,Parliament,NORMAL,0,0,1,
"Namal ; 
Keri Balla . Thoge Ammata Hikuwadha.
Thoge Amma Weasiyak. Mahinda Ballek, Thirisana.",Namal Keri Balla Thoge Ammata Hikuwadha Thoge Amma Weasiyak Mahinda Ballek Thirisana,HATE,1,0,0,Balla
තොගේ අම්මා මතක් කරන්න හිතෙනවා මට උබලගේ මුළු පවුලම හොරු නමලයෝ,තොගේ අම්මා මතක් කරන්න හිතෙනවා මට උබලගේ මුළු පවුලම හොරු නමලයෝ,NORMAL,0,0,1,
Sahathika eththa kathawa,Sahathika eththa kathawa,NORMAL,0,0,1,
Hodai janadipathi thumani siyaluma devi pihitai,Hodai janadipathi thumani siyaluma devi pihitai,NORMAL,0,0,1,
Jayawewa❤❤❤❤❤❤❤,Jayawewa,NORMAL,0,0,1,
"අනේ නාමලයො උබ මහ ලොකු ආර්ථික විශේෂඥයෙක්ද බොරුව දැන් අනුර මුල්කාලීන කතාකරපු ස්වරූපය මෙතන රගනව.
යකෝ තොපේ පරපුර නෙ මෙච්චර කල් රටක් අපිද උබේ ආණ්ඩුවෙන් ගෙවන්න ණය ගෙවන්න ඉස්සර
තොපිනෙ රට කරේ උබල රට සුරපුරයක් කරල තිබුණ නම් මෙහෙම වෙයිද
උබලට රට ගියා නම් මේවනවිට 
අයිස් රජකරනව",අනේ නාමලයො උබ මහ ලොකු ආර්ථික විශේෂඥයෙක්ද බොරුව දැන් අනුර මුල්කාලීන කතාකරපු ස්වරූපය මෙතන රගනව යකෝ තොපේ පරපුර නෙ මෙච්චර කල් රටක් අපිද උබේ ආණ්ඩුවෙන් ගෙවන්න ණය ගෙවන්න ඉස්සර තොපිනෙ රට කරේ උබල රට සුරපුරයක් කරල තිබුණ නම් මෙහෙම වෙයිද උබලට රට ගියා නම් මේවනවිට අයිස් රජකරනව,NORMAL,0,0,1,
නෑමෝල්😂😂😂,නෑමෝල්,NORMAL,0,0,1,
"හටපන් උම්ඔලට . පූස්න කරන්න
 පූවන්ද යකො අපේ ජනපතිතූ මා සමග.",හටපන් උම්ඔලට පූස්න කරන්න පූවන්ද යකො අපේ ජනපතිතූ මා සමග,NORMAL,0,0,1,
Umba imne hodiye .namălyo desapalanaya igena ganing añura kmara rajathumagen,Umba imne hodiye namlyo desapalanaya igena ganing aura kmara rajathumagen,HATE,1,0,0,
Pala namala,Pala namala,HATE,1,0,0,
ඕකා ගොනා ඕකා ගොන් පාකයා,ඕකා ගොනා ඕකා ගොන් පාකයා,HATE,1,0,0,"ගොනා, ගොන්"
නාමල් පොපා සද්ද නොකර හිටපන් අපේ ජනාධිපති තුමා එක්ක හැරෙන්න බැහැ මොකද පොපා සහා තාත්තා බාප්පා මාමලා කැව මදිද පොපා කියපන් තොපි තමා නාමාල් බෙිබි රට කැවෙි අය ඔබලට ජනතාව නැහැ දැගුලුවට වැඩක් නැහැ  මොකද එය ගොනා විකුණලා තියෙන්නෙ ජනතාව හාද,නාමල් පොපා සද්ද නොකර හිටපන් අපේ ජනාධිපති තුමා එක්ක හැරෙන්න බැහැ මොකද පොපා සහා තාත්තා බාප්පා මාමලා කැව මදිද පොපා කියපන් තොපි තමා නාමාල් බෙිබි රට කැවෙි අය ඔබලට ජනතාව නැහැ දැගුලුවට වැඩක් නැහැ මොකද එය ගොනා විකුණලා තියෙන්නෙ ජනතාව හාද,DISINFO,0,1,0,
පට්ට හොරා නෑමොලා නැතිබන්ගස්තාන වෙලාම පල,පට්ට හොරා නෑමොලා නැතිබන්ගස්තාන වෙලාම පල,HATE,1,0,0,
සල්ලි හොයන්ක හොරකම් කරපුව ගේන්න නෑමල් 😂,සල්ලි හොයන්ක හොරකම් කරපුව ගේන්න නෑමල්,NORMAL,0,0,1,
❤❤❤❤❤❤ AKD,AKD,NORMAL,0,0,1,
මූට මේරටේ මිනිසුන්  කරනසාප පෙනෙන්නෙවත් නැද්ද,මූට මේරටේ මිනිසුන් කරනසාප පෙනෙන්නෙවත් නැද්ද,NORMAL,0,0,1,
Bata landa wage thamai,Bata landa wage thamai,NORMAL,0,0,1,
නාමලයෝ තොපි මේ රට කාලා කාලා තෝම කියනවද රට ගොඩ ගන්න කාලය තොපි දන්නවා නේද තොපි කොච්චර කෑවද කියලා අපි මෙහෙම තොපිට කථා කරන්නේ තොපි මේ රටට අපිට කරපු විනාසේ නිසා තොපි කොහොමද ලැජ්ජා නැතුව ආර්ථිකය ගැන කථා කරන්නේ තොපිට ගල් ගහලා මරන්න ඕන තොපේ පවුලේම උන් පෝලිමේ තියලා පොල් බෑ මුනා,නාමලයෝ තොපි මේ රට කාලා කාලා තෝම කියනවද රට ගොඩ ගන්න කාලය තොපි දන්නවා නේද තොපි කොච්චර කෑවද කියලා අපි මෙහෙම තොපිට කථා කරන්නේ තොපි මේ රටට අපිට කරපු විනාසේ නිසා තොපි කොහොමද ලැජ්ජා නැතුව ආර්ථිකය ගැන කථා කරන්නේ තොපිට ගල් ගහලා මරන්න ඕන තොපේ පවුලේම උන් පෝලිමේ තියලා පොල් බෑ මුනා,DISINFO,0,1,0,
තව 65 යයිලූ තොගෙ සීයලා තත්තලා බප්පලා75 කරපූවා කියන්න මෑමල්,තව 65 යයිලූ තොගෙ සීයලා තත්තලා බප්පලා75 කරපූවා කියන්න මෑමල්,HATE,1,0,0,
🎉 මේ අනුරූම්බල තමයි මුළු ආර්ථිකය විනාශ කළේ හැමවෙලේම ස්ටයිල් කර කර හැම දෙයක්ම කඩාකප්පල්කලේ හැත්තෑ එක අසූවත අසුනමය කාලවල ඔබ රා කරපු විනාශයන් මේ රටට සාපයක් වුණා දැන් බොරුවට පාර්ලිමේන්තුවට ඇවිල්ලා පච්ච කෙලින්ඩෙ පා තවදුරටත් ඔය මෝඩ කතා උඹලගේ ඩෝගි වල කාට හොඳයි ජනතාවට නම වලින් කිසි ප්‍රශ්නයක් වැඩක් නැහැ අදාළ ගත්ත ටෙන්ට්‍රි පේලිච් එකට දුන්නේ මොකටද දුන්නේ මොකටද ධම්මික ධම්මික පෙරේරට ඒක දෙන්න හේතුව උඹලගෙ ඡන්දයට වියදම් කළ නිසා කළ නිසා ගජ මිතුරු ජනපතින්ද උදව් කරමින් උදව් කරමින් දුප්පතා නැති භංග කරමින් ඉන්නවා ඔබලා වගේ බොරුකාරයෝ මේ මහ පොළොවෙන් අතුගා දැමිය යුතුයි,මේ අනුරූම්බල තමයි මුළු ආර්ථිකය විනාශ කළේ හැමවෙලේම ස්ටයිල් කර කර හැම දෙයක්ම කඩාකප්පල්කලේ හැත්තෑ එක අසූවත අසුනමය කාලවල ඔබ රා කරපු විනාශයන් මේ රටට සාපයක් වුණා දැන් බොරුවට පාර්ලිමේන්තුවට ඇවිල්ලා පච්ච කෙලින්ඩෙ පා තවදුරටත් ඔය මෝඩ කතා උඹලගේ ඩෝගි වල කාට හොඳයි ජනතාවට නම වලින් කිසි ප්රශ්නයක් වැඩක් නැහැ අදාළ ගත්ත ටෙන්ට්රි පේලිච් එකට දුන්නේ මොකටද දුන්නේ මොකටද ධම්මික ධම්මික පෙරේරට ඒක දෙන්න හේතුව උඹලගෙ ඡන්දයට වියදම් කළ නිසා කළ නිසා ගජ මිතුරු ජනපතින්ද උදව් කරමින් උදව් කරමින් දුප්පතා නැති භංග කරමින් ඉන්නවා ඔබලා වගේ බොරුකාරයෝ මේ මහ පොළොවෙන් අතුගා දැමිය යුතුයි,NORMAL,0,0,1,
නාමල් පොන්ටිං ..රට කන්න තවත් හදන්නේ  පොන්ටිං,නාමල් පොන්ටිං රට කන්න තවත් හදන්නේ පොන්ටිං,HATE,1,0,0,
Pal hora. Wahapan kata.,Pal hora Wahapan kata,NORMAL,0,0,1,
❤❤ Jaya wewa janadipathi thumani budu saranai ❤❤,Jaya wewa janadipathi thumani budu saranai,NORMAL,0,0,1,
Yanava oii yanda no molay nekan burannaythuva meni marva thajudeengay  nadu avasanaya kavathada  garu A KD garu janaathipathithumani. Pleas ekman karnna thajudrengay pavlay kattiya etha balaporothhuvayn ennava paw naytha ????,Yanava oii yanda no molay nekan burannaythuva meni marva thajudeengay nadu avasanaya kavathada garu A KD garu janaathipathithumani Pleas ekman karnna thajudrengay pavlay kattiya etha balaporothhuvayn ennava paw naytha,HATE,1,0,0,
❤️අනුර 🫂,අනුර,NORMAL,0,0,1,
අච්චර සෙට් එකක් බේරේ වැවේ නාලත් ලන්කාවේ උන්ගෙ බයිකම ගිහිල්ලා නැනේ 😂  මොකා පුටුවලට අඅවත් කමක් නැ රට හැදෙනවනම්....හැබැයි බේබිගෙ මහ එවුන්ටයි බේබිලයි ආයේ චාන්ස් ලැබෙන්නේ නැ....😂,අච්චර සෙට් එකක් බේරේ වැවේ නාලත් ලන්කාවේ උන්ගෙ බයිකම ගිහිල්ලා නැනේ මොකා පුටුවලට අඅවත් කමක් නැ රට හැදෙනවනම්හැබැයි බේබිගෙ මහ එවුන්ටයි බේබිලයි ආයේ චාන්ස් ලැබෙන්නේ නැ,NORMAL,0,0,1,
අපේ ජනාධිපතිතුමාට  ජයවේවා  ඇත්තටම  නාමල් ඔයාලා ඒ ගැන ලැජ්ජයි,අපේ ජනාධිපතිතුමාට ජයවේවා ඇත්තටම නාමල් ඔයාලා ඒ ගැන ලැජ්ජයි,NORMAL,0,0,1,
ජයවේවා ජනාධිපතිතුමාට.බුදුසරණ යි❤❤❤,ජයවේවා ජනාධිපතිතුමාටබුදුසරණ යි,NORMAL,0,0,1,
Namalege nugegoda raliya,Namalege nugegoda raliya,HATE,1,0,0,
Moota molayak thiyanwada? Rata hitaka karala boorywa den kathaakaranawa. This bugger gets advice from someone and talks ...bloody cheaters.....bad medicine.,Moota molayak thiyanwada Rata hitaka karala boorywa den kathaakaranawa This bugger gets advice from someone and talks bloody cheatersbad medicine,NORMAL,0,0,1,
මුට පුක දේන එවුන් මුවනටොනවා එකයි මු දගලන්නේ මෑමල් හිරේයවන්න ඔනේ උණුත් එක්කමයි දන්කුඩ රසදැනේන්න,මුට පුක දේන එවුන් මුවනටොනවා එකයි මු දගලන්නේ මෑමල් හිරේයවන්න ඔනේ උණුත් එක්කමයි දන්කුඩ රසදැනේන්න,HATE,1,0,0,
Thatthadha pawle paaharayan da samaga rata kaapu ponna paahara balla namal..,Thatthadha pawle paaharayan da samaga rata kaapu ponna paahara balla namal,HATE,1,0,0,balla
Joker namal,Joker namal,NORMAL,0,0,1,
"2  50 බැහැලා
ලැස්තුවෙින්...අැයි..
මරු  කියනවා....තොපේ  අාන්ඩුවක්..මේ  කාපේතේට ඒන්නෙ...නැහැ..ගොන් නාමලයා.",2 50 බැහැලා ලැස්තුවෙින්අැයි මරු කියනවාතොපේ අාන්ඩුවක්මේ කාපේතේට ඒන්නෙනැහැගොන් නාමලයා,HATE,1,0,0,
"මැද පෙරදිග රටක වගේනම් මේලහාකටත් ඔඒ රාජපක්ෂ පවුල ඇතුලු විපක්ෂයේ උන්ව පවුල් පිටින්ම ගල් ගහලා මරලා, හරිනම් ඒ දේ තමයි කල යුත්තේ...",මැද පෙරදිග රටක වගේනම් මේලහාකටත් ඔඒ රාජපක්ෂ පවුල ඇතුලු විපක්ෂයේ උන්ව පවුල් පිටින්ම ගල් ගහලා මරලා හරිනම් ඒ දේ තමයි කල යුත්තේ,NORMAL,0,0,1,
අනේ නාමලයෝ උබලගෙ ආන්ඩුවක් බලාපොරොත්තුවෙන්ද ඉන්නෙ ඉස්සෙල්ල මන්ත්‍රිකමගන්න චන්ද ටිකක් හදාගන්න බැලුවනම් නේද හොද,අනේ නාමලයෝ උබලගෙ ආන්ඩුවක් බලාපොරොත්තුවෙන්ද ඉන්නෙ ඉස්සෙල්ල මන්ත්රිකමගන්න චන්ද ටිකක් හදාගන්න බැලුවනම් නේද හොද,NORMAL,0,0,1,
Namal janapathi unanam rata goda kudu ice  vikunala,Namal janapathi unanam rata goda kudu ice vikunala,NORMAL,0,0,1,
අකුල් හෙලපියව් රුකුල් දෙන්න එපා,අකුල් හෙලපියව් රුකුල් දෙන්න එපා,HATE,1,0,0,දෙන්න
ජය වේවා ජනපති තුමනි,ජය වේවා ජනපති තුමනි,NORMAL,0,0,1,
N.rajapakse ..බයිලා  චක්ක්‍රවර්ති...,Nrajapakse බයිලා චක්ක්රවර්ති,HATE,1,0,0,
මුන් නිසා imf කියන මගුල ආවෙ.ඒත් ඒක මාලිමාව නිසා ආවා වගේ කතාකරන්නෙ,මුන් නිසා imf කියන මගුල ආවෙඒත් ඒක මාලිමාව නිසා ආවා වගේ කතාකරන්නෙ,NORMAL,0,0,1,
මගේ අම්මපා නාමල් බල්ලව එල්ලුම් ගස් යවන දාට මම මල් වෙඩි ගහනවා,මගේ අම්මපා නාමල් බල්ලව එල්ලුම් ගස් යවන දාට මම මල් වෙඩි ගහනවා,HATE,1,0,0,"එල්ලුම්, මල්"
Ubala baleeta geena kawuda chadaya denne.hinentamae.,Ubala baleeta geena kawuda chadaya dennehinentamae,HATE,1,0,0,
ගොන් බිව්වා දීපන් උත්තර.,ගොන් බිව්වා දීපන් උත්තර,HATE,1,0,0,ගොන්
Mene පහන ඔබ lak deranee,Mene පහන ඔබ lak deranee,NORMAL,0,0,1,
Me panpori gahaha gon mila tamai rata goda gamba depu nati ekama  eka tamai anura kiyanne,Me panpori gahaha gon mila tamai rata goda gamba depu nati ekama eka tamai anura kiyanne,HATE,1,0,0,gon
Moda harakek… Kalakanni,Moda harakek Kalakanni,HATE,1,0,0,"Kalakanni, Moda, harakek"
Lapaya elawala 2029 janapathi namal rajapksha,Lapaya elawala 2029 janapathi namal rajapksha,HATE,1,0,0,Lapaya
Jayavewa!,Jayavewa,NORMAL,0,0,1,
මූ ජනාධිපති ගොන් බූරුවෙක්,මූ ජනාධිපති ගොන් බූරුවෙක්,HATE,1,0,0,ගොන්
Me gollo washing machine  neda,Me gollo washing machine neda,NORMAL,0,0,1,
O wa  boru neda  thama oppu une nena,O wa boru neda thama oppu une nena,NORMAL,0,0,1,
ගූ ගියා නෑමොලයට,ගූ ගියා නෑමොලයට,HATE,1,0,0,ගූ
Ane aththata apita hithaganna puluwan ratata mona wewida kiya. Paksa wipaksa akathu wela karagannema weda penwana aka newi mada gaha ganna aka balagana enna api witharaei danne. May okkama rata geniyana thena. Kalaya kana welawe bena ganna  rata goda ganna kramayak degollama aka men hithals kaloth neda hoda.den hithenwa may ass kumata penenawada. May kan kumata ahenawada kiyala.a tharam ....... Apita,Ane aththata apita hithaganna puluwan ratata mona wewida kiya Paksa wipaksa akathu wela karagannema weda penwana aka newi mada gaha ganna aka balagana enna api witharaei danne May okkama rata geniyana thena Kalaya kana welawe bena ganna rata goda ganna kramayak degollama aka men hithals kaloth neda hodaden hithenwa may ass kumata penenawada May kan kumata ahenawada kiyalaa tharam Apita,DISINFO,0,1,0,
ඇත්නටම  මේ නෑමලයා ඇතුළු හොර හැත්ත රටේ මිනිස්සුු එකතු වෙලා ගහලා පන්නන්න ඕනෑ නැත්තම් මේක හරියන්නෙ නෑ  ඒ තරමටම මුන් අප්‍රසන්නයි,ඇත්නටම මේ නෑමලයා ඇතුළු හොර හැත්ත රටේ මිනිස්සුු එකතු වෙලා ගහලා පන්නන්න ඕනෑ නැත්තම් මේක හරියන්නෙ නෑ ඒ තරමටම මුන් අප්රසන්නයි,NORMAL,0,0,1,
Munam pissek namalaya gon harakek,Munam pissek namalaya gon harakek,HATE,1,0,0,"gon, harakek"
ඔයා නිකන් කුඔුරේ බදිනපබයෙක් වගේ(නාමල්),ඔයා නිකන් කුඔුරේ බදිනපබයෙක් වගේනාමල්,HATE,1,0,0,
Hodawade.namalayata,Hodawadenamalayata,NORMAL,0,0,1,
Pachayo,Pachayo,NORMAL,0,0,1,
පාහර මෑ මලයෝ උඹ නැගිටලා ගියපන් ඉතින්. තෝ වගේ එවුන් හදාපු ජාතක කරපු මහ එවුන්ට හෙන ගහන්න ඕනේ යකෝ රටට ආදරයක් නෑ කාලකනි පාරේ රට කාලා හිටං,පාහර මෑ මලයෝ උඹ නැගිටලා ගියපන් ඉතින් තෝ වගේ එවුන් හදාපු ජාතක කරපු මහ එවුන්ට හෙන ගහන්න ඕනේ යකෝ රටට ආදරයක් නෑ කාලකනි පාරේ රට කාලා හිටං,HATE,1,0,0,"වගේ, නෑ"
Good luck president 💯💯💯💯💯,Good luck president,NORMAL,0,0,1,
බර වචන ඕනේ නෑ. සරලවම කිව්වා නම් රටේ ආ්ථිකය කඩා වැටුන (කොරෝනා)ණය බර වැඩි උනා ඊටපස්සේ බොරු කරලා තෙල් ගැස්  හාල් සීනි හංගලා රටේ මිනස්සුන් පීඩා දුන්න. ඕකට පිළියමක් කර ගත්තා නම් අදටත් හොදින් නේ.ඕකනේ කියන්නේ. 2030දී මොනා වේවිද. මෙයත් පිස්සුවක් නෑටූවොත් අපිට දෙයියන්ගෙම පිහටයි😢,බර වචන ඕනේ නෑ සරලවම කිව්වා නම් රටේ ආ්ථිකය කඩා වැටුන කොරෝනාණය බර වැඩි උනා ඊටපස්සේ බොරු කරලා තෙල් ගැස් හාල් සීනි හංගලා රටේ මිනස්සුන් පීඩා දුන්න ඕකට පිළියමක් කර ගත්තා නම් අදටත් හොදින් නේඕකනේ කියන්නේ 2030දී මොනා වේවිද මෙයත් පිස්සුවක් නෑටූවොත් අපිට දෙයියන්ගෙම පිහටයි,NORMAL,0,0,1,
නාමල් ගෙ ගුරා .තුන්මුල්ලෙ විමලෙ  .ආඉත් කියන්න,නාමල් ගෙ ගුරා තුන්මුල්ලෙ විමලෙ ආඉත් කියන්න,HATE,1,0,0,
අනේ මේ මගුලක්‌ කතාකරනවා රජයට විරුද්ද කුමන්ත්‍රන කාරයෝ අතුරුගිරියේ පරිපාලකලා කුණුවලින් රජයට එන්න තියන සල්ලි රජයට නොදී හොරකම් කරනවා😂😂😂😂😂😂,අනේ මේ මගුලක් කතාකරනවා රජයට විරුද්ද කුමන්ත්රන කාරයෝ අතුරුගිරියේ පරිපාලකලා කුණුවලින් රජයට එන්න තියන සල්ලි රජයට නොදී හොරකම් කරනවා,NORMAL,0,0,1,
Ubela horakan karapuwa thamai euwata karanna deyaknmaha,Ubela horakan karapuwa thamai euwata karanna deyaknmaha,HATE,1,0,0,karanna
"Nodakin lajjawak nathi හැටි පේනවා නේද 
Aurudu ganak මහජනතාවට  hathurukam  karala karala dan muu baba 
Pal hora ththala puthals bappala  mahappala
Karapu vinase okage siyage idalama horu",Nodakin lajjawak nathi හැටි පේනවා නේද Aurudu ganak මහජනතාවට hathurukam karala karala dan muu baba Pal hora ththala puthals bappala mahappala Karapu vinase okage siyage idalama horu,HATE,1,0,0,"hora, horu"
"නාමල් ඩොන්කි අහනවා ආණ්ඩුව රට සංවර්ධනය කරන්න සල්ලි හොයාගන්නේ කොහොමද කියලා. උත්තරේ තමයි, ඒගොල්ලන්ගේ ආණ්ඩුව මිනිස්සුන්ගෙන් කොල්ල කාපු සල්ලි වලින්. ගු කකුළුවෙක් වගේ. මාංශ පේශි විතරයි, මොළයක් නැහැ.😅😅😅😅",නාමල් ඩොන්කි අහනවා ආණ්ඩුව රට සංවර්ධනය කරන්න සල්ලි හොයාගන්නේ කොහොමද කියලා උත්තරේ තමයි ඒගොල්ලන්ගේ ආණ්ඩුව මිනිස්සුන්ගෙන් කොල්ල කාපු සල්ලි වලින් ගු කකුළුවෙක් වගේ මාංශ පේශි විතරයි මොළයක් නැහැ,DISINFO,0,1,0,
මේ නාමල් පොන්නයාට ලැජ්ජා නැතුව බලපල්ලකෝ මැර පකයා,මේ නාමල් පොන්නයාට ලැජ්ජා නැතුව බලපල්ලකෝ මැර පකයා,HATE,1,0,0,නැතුව
"උබට ලැජ්ජාත් නැ
අපිට ලැජ්ජාත් නැ.....",උබට ලැජ්ජාත් නැ අපිට ලැජ්ජාත් නැ,NORMAL,0,0,1,
Ma janadipathywa katagahala paraddamnna baha.,Ma janadipathywa katagahala paraddamnna baha,NORMAL,0,0,1,
Modaya,Modaya,NORMAL,0,0,1,
තොපේ ආණ්ඩුවක් එයි පක,තොපේ ආණ්ඩුවක් එයි පක,NORMAL,0,0,1,
Meyala thamay ayojekayo ena epa kiyala ud goshane Kara API nodaneway meyala peri sedu wela ine one anikata Angela dek karane,Meyala thamay ayojekayo ena epa kiyala ud goshane Kara API nodaneway meyala peri sedu wela ine one anikata Angela dek karane,HATE,1,0,0,
අනේ.ඔබේ රැඩිකල් .ආ ඔව්.නාමලයා තොත්ත බාබා,අනේඔබේ රැඩිකල් ආ ඔව්නාමලයා තොත්ත බාබා,HATE,1,0,0,
බොරැනම් කියන්න එපා පර්ලිමේන්තුව ගමේ ණය සමිතියක් වගේ එකක් නොවනබව හිතිය යුතුමයි නැවත ඔය වැඩේ කරල උත්තරීතර බව නැතිකරන්න.එපා කියා 225 න්ම ඉල්ලනව .,බොරැනම් කියන්න එපා පර්ලිමේන්තුව ගමේ ණය සමිතියක් වගේ එකක් නොවනබව හිතිය යුතුමයි නැවත ඔය වැඩේ කරල උත්තරීතර බව නැතිකරන්නඑපා කියා 225 න්ම ඉල්ලනව,NORMAL,0,0,1,
එක නිසා වෙයි මු අයිස් විකුණලා අවුරුද්දෙන් දෙකෙන් සිංගප්පුරුවක් කරන්න හදන්නේ අනේ  පල අවජාතක යෝ යන්න කාලකන්නි තොපි අපෙන් කලා අපේ දරුවන්ට කෙලිය,එක නිසා වෙයි මු අයිස් විකුණලා අවුරුද්දෙන් දෙකෙන් සිංගප්පුරුවක් කරන්න හදන්නේ අනේ පල අවජාතක යෝ යන්න කාලකන්නි තොපි අපෙන් කලා අපේ දරුවන්ට කෙලිය,DISINFO,0,1,0,
Super,Super,NORMAL,0,0,1,
Namal buuruwo thopi neda rata naya kale,Namal buuruwo thopi neda rata naya kale,HATE,1,0,0,
නාමල්ට   ලැජ්ජාවක්  නැ    ජනාදිපති තුමනි ජයවෙවා අපි ඔබ සමගයි,නාමල්ට ලැජ්ජාවක් නැ ජනාදිපති තුමනි ජයවෙවා අපි ඔබ සමගයි,NORMAL,0,0,1,
"අපේ ජනපති තුමාට ජයවේවා,,, npp jvp ජයවේවා",අපේ ජනපති තුමාට ජයවේවා npp jvp ජයවේවා,NORMAL,0,0,1,
Satake gaha gan thoge puke hutthooo,Satake gaha gan thoge puke hutthooo,HATE,1,0,0,puke
Namal guru kapiya balla,Namal guru kapiya balla,HATE,1,0,0,"kapiya, balla"
